Timestamp,Throughput,LossRate,Latency,SendingRate,CCAs
2024-05-30 05:59:18,8605643,0.0036125752065705,0.0002766261812189,462352.077293372,1
2024-05-30 05:59:19,10015816,0.0003343755622636,0.0002620788354718,482968.05288562895,1
2024-05-30 05:59:20,7806168,0.000194689564576,0.0002769722151318,473153.500191853,1
2024-05-30 05:59:21,6004856,0.0001480434043148,0.0003756173524652,563905.927246898,1
2024-05-30 05:59:22,3835752,0.0001265377494133,0.0003489724940903,546822.613612736,1
2024-05-30 05:59:23,693592,0.0001185946807319,0.0003440882419717,536206.992333087,1
2024-05-30 05:59:24,1136680,0.0001157094054829,0.0003091663476301,532932.722902344,1
2024-05-30 05:59:25,755856,0.0001128598291342,0.0002918611523064,668301.107773852,1
2024-05-30 05:59:26,573408,0.0001109425739779,0.0003118819028288,741689.703115706,1
2024-05-30 05:59:27,432952,0.0001095341120261,0.0003927450406221,678985.171296748,1
2024-05-30 05:59:28,1216320,0.0001073099665107,0.000346274934463,618105.176703292,1
2024-05-30 05:59:29,4131144,0.0001007295757909,0.0002809848344332,571491.4356389,1
2024-05-30 05:59:30,5059312,9.1049494384e-05,0.0002829945641183,570940.967067004,1
2024-05-30 05:59:31,5117232,8.22663112707e-05,0.0002777932681304,553102.739307421,1
2024-05-30 05:59:32,5535704,7.47279255246e-05,0.0002991772537183,546738.946753148,1
2024-05-30 05:59:33,4970984,6.85188924974e-05,0.0003799743399359,615590.205443009,1
2024-05-30 05:59:34,2654184,6.46071851861e-05,0.0002941539124497,481818.070835338,1
2024-05-30 05:59:35,4494592,6.13583768666e-05,0.0002944068202265,522992.784234678,1
2024-05-30 05:59:36,4348344,5.77494635e-05,0.0002816462920883,491780.889949625,1
2024-05-30 05:59:37,4933336,5.43966433771e-05,0.0002778534795723,520398.868894987,1
2024-05-30 05:59:38,4701656,5.12996096917e-05,0.0003838102361382,575110.700839265,1
2024-05-30 05:59:39,4578576,4.86334063985e-05,0.0002961547586558,495802.227532515,1
2024-05-30 05:59:40,3149400,4.6611444992e-05,0.0002996210579399,505119.29493509,1
2024-05-30 05:59:41,4999944,4.46646526235e-05,0.0002977765988612,484590.123566228,1
2024-05-30 05:59:42,5011528,4.24779563454e-05,0.0002728095886365,482498.97124826495,1
2024-05-30 05:59:43,5127368,4.04716815925e-05,0.0002930021201813,492467.567906046,1
2024-05-30 05:59:44,5149088,3.8622253267e-05,0.0005929499864578,510973.6093282,1
2024-05-30 05:59:45,3434656,3.71988352831e-05,0.0001776676764121,518040.062439028,1
2024-05-30 05:59:46,4734960,3.59437161266e-05,0.0001833913393542,483570.818930779,1
2024-05-30 05:59:47,4713240,3.45913756269e-05,0.0001920529096875,485131.458042958,1
2024-05-30 05:59:48,5099856,3.32911537399e-05,0.0002024973642554,498759.94923758303,1
2024-05-30 05:59:49,5243208,3.20219179955e-05,0.0002613598070804,496721.27430935,1
2024-05-30 05:59:50,4791432,3.08787783326e-05,0.0002307562669265,506720.495377575,1
2024-05-30 05:59:51,3692400,2.99735974335e-05,0.0003232280452536,492666.68848905,1
2024-05-30 05:59:52,4952160,2.91067026611e-05,0.0002578554383243,491613.312039146,1
2024-05-30 05:59:53,4808808,2.81847961457e-05,0.0002243873599642,480345.498368772,1
2024-05-30 05:59:54,4978224,2.73175451811e-05,0.0003832169901904,500271.757154997,1
2024-05-30 05:59:55,5354704,2.64580725865e-05,0.0004527103689487,496069.5354175231,1
2024-05-30 05:59:56,3554840,2.57577749058e-05,0.0002997059033112,504121.484922159,1
2024-05-30 05:59:57,5330088,2.50977654598e-05,0.0002621805047713,473636.58611390495,1
2024-05-30 05:59:58,7706256,2.41887750822e-05,0.0002925366881488,550715.156778937,1
2024-05-30 05:59:59,7687432,2.3194529903e-05,0.000280240968782,523717.84354038496,1
2024-05-30 06:00:05,6233640,1.94155901083e-05,0.000175819833012,575309.499016739,1
2024-05-30 06:00:06,6330656,1.8885328384e-05,0.0001351649894823,576038.85750324,1
2024-05-30 06:00:07,2227024,1.85394289532e-05,0.000164699641631,615099.831672383,1
2024-05-30 06:00:08,3611312,1.83115151845e-05,0.0001985475000617,642490.953568679,1
2024-05-30 06:00:09,5732632,1.79583529956e-05,0.000294979295787,564533.145101043,1
2024-05-30 06:00:10,5175152,1.75622158988e-05,0.0007080274427181,561933.410846282,1
2024-05-30 06:00:11,4907272,1.72113574623e-05,0.0013480978510633,618869.991415356,1
2024-05-30 06:00:12,4346896,1.6901382833e-05,0.0014468225080575,555341.168888879,1
2024-05-30 06:00:13,5007184,1.65994401916e-05,0.001948098943691,605693.804208349,1
