Timestamp,Throughput,LossRate,Latency,SendingRate,CCAs
2024-05-30 07:31:40,142,0.219444444444444,0.00015429844081,853.087032030585,0
2024-05-30 07:31:41,4879797,0.0088718090643479,0.000145120708362,568995.331566837,0
2024-05-30 07:31:42,6620256,0.0009351735807273,0.000152391681936,450753.081868545,0
2024-05-30 07:31:43,9419240,0.0004593496012789,0.00013630516509,480722.009980379,0
2024-05-30 07:31:44,9852192,0.0002833923792482,0.000130090358497,459858.53905321,0
2024-05-30 07:31:45,9448200,0.0002050806729769,0.0261624200003487,444324.56864699,0
2024-05-30 07:31:46,10519720,0.0001598368048829,0.0002876217490458,442793.616262288,0
2024-05-30 07:31:47,11032312,0.0001290552706414,0.0002173749341078,442420.168490548,0
2024-05-30 07:31:48,10490760,0.0001082022752832,0.000154298434081,444121.362448017,0
2024-05-30 07:31:49,10112832,9.37255584698e-05,0.0001451207208362,443784.49599037,0
2024-05-30 07:31:50,10076632,8.28753556259e-05,0.0001523918681936,427008.327156744,0
2024-05-30 07:31:51,10218536,7.42414341138e-05,0.000136305016509,433225.201040982,0
2024-05-30 07:31:52,10903440,6.69849569605e-05,0.0001300903582497,434838.772411591,0
2024-05-30 07:31:53,10177992,6.10200975483e-05,0.000136805795477,431759.368434025,0
2024-05-30 07:31:54,10500896,5.61260107845e-05,0.0001443238150928,435333.517280489,0
2024-05-30 07:31:55,10752848,5.18511926332e-05,0.000142708895394,438961.477720469,0
2024-05-30 07:31:56,10833936,4.81275715238e-05,0.0001413671874783,432069.78648258,0
2024-05-30 07:31:57,10654384,4.49161880265e-05,0.0001323965179872,433675.423713674,0
2024-05-30 07:31:58,10524064,4.21447116094e-05,0.0001406346176708,436826.996266754,0
2024-05-30 07:31:59,8511344,3.99266966655e-05,0.0001363762091599,473364.121185786,0
2024-05-30 07:32:00,10828144,3.79080421211e-05,0.0001343660594282,430273.605383254,0
2024-05-30 07:32:01,10288040,3.59198637962e-05,0.0001358605780385,455927.084516519,0
2024-05-30 07:32:02,9009456,3.42761881823e-05,0.0001334060466805,453153.224541298,0
2024-05-30 07:32:03,10348856,3.27748353496e-05,0.0001376099078624,434225.01964889694,0
2024-05-30 07:32:04,10166408,3.13192467714e-05,0.0001706846575504,438236.699883066,0
2024-05-30 07:32:05,10539992,2.9976108876e-05,0.000132906106585,436937.320301258,0
2024-05-30 07:32:06,10836832,2.87051658109e-05,0.0001387887704676,435041.489497969,0
2024-05-30 07:32:07,10188128,2.75554594898e-05,0.0001591423328012,427912.732052844,0
2024-05-30 07:32:08,10534200,2.65096460226e-05,0.0001399301437875,443834.401202863,0
2024-05-30 07:32:09,10761536,2.55143713426e-05,0.0001420098237393,437980.859963171,0
2024-05-30 07:32:10,9713184,2.46248392444e-05,0.0001374616367593,438923.15417351696,0
2024-05-30 07:32:11,11058376,2.37847360341e-05,0.0001316640285811,442931.227417955,0
2024-05-30 07:32:12,10751400,2.29614925121e-05,0.0001409110672976,432700.84903877,0
2024-05-30 07:32:13,10246048,2.2220944662e-05,0.0001376972822766,435969.51672295504,0
2024-05-30 07:32:14,9969480,2.15517753745e-05,0.0001340388929739,440537.533612495,0
2024-05-30 07:32:15,10251840,2.09217708306e-05,0.0001474821349254,443483.873808377,0
2024-05-30 07:32:16,10121520,2.03231435568e-05,0.0001306702464694,443831.964988256,0
